id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN
10002826,Spencer,2024-03-04T12:40:47.774391,PS4,Casual,THOMAS CLAUS UND FRANK MENZEL,8/4/2021,Inglés,3.56,16 calificaciones,38 %,25 %,6 %,19 %,13 %,"6,99 €","6,99 €","6,99 €","6,99 €"
221761,Spheroids,2024-03-04T12:40:49.187722,PS4,"Acción, Aventura, Arcade",ECLIPSE GAMES,10/1/2017,Inglés,3.9,49 calificaciones,49 %,18 %,14 %,10 %,8 %,"7,99 €","7,99 €","7,99 €","7,99 €"
234622,Spice and Wolf VR,2024-03-04T12:40:52.185034,PS4,"Aventura, Aventura","GEMDROPS, INC.",18/9/2019,"Chino (Simplificado), Chino (Tradicional), Inglés, Japonés",4.53,248 calificaciones,79 %,9 %,4 %,2 %,6 %,"26,99 €","26,99 €","26,99 €","26,99 €"
10001450,Spice and Wolf VR 2,2024-03-04T12:40:55.056859,PS4,Aventura,"GEMDROPS, INC.",4/2/2021,"Chino (Simplificado), Chino (Tradicional), Inglés, Japonés",4.79,81 calificaciones,89 %,7 %,0 %,1 %,2 %,"20,99 €","20,99 €","20,99 €","20,99 €"
203970,Spider: Rite of the Shrouded Moon,2024-03-04T12:40:56.477929,PS4,"Acción, Aventura",TIGER STYLE LLC,25/10/2016,"Alemán, Español, Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso",4.44,145 calificaciones,67 %,21 %,6 %,1 %,5 %,"11,99 €","11,99 €","11,99 €","11,99 €"
10004547,Spidersaurs,2024-03-04T12:40:58.235545,"PS4, PS5",Acción,WAYFORWARD TECHNOLOGIES,13/7/2022,No hay información,4.05,20 calificaciones,45 %,30 %,15 %,5 %,5 %,"19,99 €","19,99 €","19,99 €","19,99 €"
231589,Spiral Splatter,2024-03-04T12:40:59.854904,PS4,"Puzzle, Acción, Arcade",EVGENIY KOLPAKOV,19/10/2017,Inglés,3.27,91 calificaciones,32 %,21 %,15 %,7 %,25 %,"4,99 €","1,49 €","4,99 €","1,49 €"
10001997,Spirit Arena,2024-03-04T12:41:01.747671,PS4,"Acción, Acción",JANDUSOFT S.L.,23/12/2020,Inglés,3.59,29 calificaciones,41 %,14 %,17 %,17 %,10 %,"5,49 €","5,49 €","5,49 €","5,49 €"
10009546,Spirit Hunter: Death Mark II,2024-03-04T12:41:03.470516,PS5,Aventura,Aksys Games Localization Inc.,14/2/2024,Inglés,4.93,42 calificaciones,93 %,7 %,0 %,0 %,0 %,"49,99 €","49,99 €","49,99 €","49,99 €"
233803,Spirit Hunter: NG,2024-03-04T12:41:04.909227,PS4,Aventura,Aksys Games Localization Inc.,10/10/2019,Inglés,4.58,259 calificaciones,71 %,20 %,5 %,1 %,2 %,"49,99 €","49,99 €","49,99 €","49,99 €"
10004685,Spirit of the Island,2024-03-04T12:41:06.484870,"PS4, PS5","Aventura, Simulación, Grupo",Plug In Digital,19/10/2023,No hay información,4.13,88 calificaciones,63 %,15 %,8 %,2 %,13 %,"24,99 €","24,99 €","24,99 €","24,99 €"
233567,Spitlings,2024-03-04T12:41:07.965379,PS4,Acción,HANDY GAMES GMBH,29/7/2020,"Alemán, Búlgaro, Checo, Chino (Simplificado), Chino (Tradicional), Coreano, Croata, Danés, Eslovaco, Español, Finlandés, Francés (Francia), Griego, Húngaro, Inglés, Italiano, Japonés, Neerlandés, Noruego, Polaco, Portugués (Brasil), Rumano, Ruso, Sueco, Turco",3.66,106 calificaciones,48 %,18 %,7 %,7 %,21 %,"14,99 €",Incluido,"14,99 €",Incluido
231733,Splash Blast Panic,2024-03-04T12:41:09.386363,PS4,Arcade,DIGITAL SMASH,28/8/2018,"Alemán, Español, Francés (Francia), Inglés, Italiano",3.42,12 calificaciones,50 %,8 %,8 %,0 %,33 %,"13,99 €","13,99 €","13,99 €","13,99 €"
10003786,Splash Cars PS4 & PS5,2024-03-04T12:41:11.040245,"PS4, PS5","Conducción/Carreras, Grupo, Únicos",eastasiasoft,8/3/2022,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Ruso",3.58,55 calificaciones,51 %,7 %,13 %,7 %,22 %,"6,99 €","6,99 €","6,99 €","6,99 €"
224938,Splasher,2024-03-04T12:41:13.819404,PS4,"Acción, Aventura, Arcade",Plug In Digital,27/9/2017,"Alemán, Chino (Simplificado), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Ruso",4.53,118 calificaciones,69 %,22 %,4 %,1 %,3 %,"14,99 €","14,99 €","14,99 €","14,99 €"
10008301,Split,2024-03-04T12:41:15.197493,PS4,"Acción, Puzzle",FreeMind S.A.,7/7/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Portugal), Ruso",3,2 calificaciones,50 %,0 %,0 %,0 %,50 %,"9,99 €","9,99 €","9,99 €","9,99 €"
10002078,Spooky Chase,2024-03-04T12:41:16.667268,PS4,Aventura,QUBYTE INTERACTIVE,24/2/2021,"Español, Inglés, Portugués (Brasil)",3.56,43 calificaciones,42 %,16 %,14 %,12 %,16 %,"4,99 €","4,99 €","4,99 €","4,99 €"
10009646,Sports & Adventure Pinball,2024-03-04T12:41:18.303787,"PS4, PS5",Arcade,"SUPER POWERUP GAMES, SOCIEDAD LIMITADA",8/2/2024,"Español, Inglés, Japonés",4,1 calificaciones,0 %,100 %,0 %,0 %,0 %,"11,99 €","11,99 €","11,99 €","11,99 €"
223109,Sports Bar VR 2.0,2024-03-04T12:41:19.808688,PS4,"Arcade, Grupo, Deporte",Cherry Pop Games Limited,23/1/2017,Inglés,3.5,1.333 calificaciones,39 %,20 %,12 %,9 %,19 %,"11,25 €","11,25 €","11,25 €","11,25 €"
204010,Sportsfriends,2024-03-04T12:41:21.569429,PS4,"Lucha, Deporte, Grupo","DIE GUTE FABRIK, LLC",2/9/2014,Inglés,3.79,14.029 calificaciones,52 %,14 %,11 %,5 %,17 %,"13,99 €","13,99 €","13,99 €","13,99 €"
10007124,Sports Pinball Bundle,2024-03-04T12:41:23.065351,"PS4, PS5",Arcade,"SUPER POWERUP GAMES, SOCIEDAD LIMITADA",1/6/2023,"Español, Inglés, Japonés",2.88,8 calificaciones,13 %,13 %,50 %,0 %,25 %,"6,99 €","6,99 €","6,99 €","6,99 €"
10001403,Spot The Difference,2024-03-04T12:41:24.742930,PS4,Arcade,SABEC LIMITED,13/9/2020,Inglés,3.53,51 calificaciones,41 %,18 %,12 %,12 %,18 %,"9,99 €","1,99 €","9,99 €","1,99 €"
